"Concordance" "se"
"KIRC Covars train24" 0.758173381143219 0.023973718825851
"KIRC Covars test24" 0.755017871872422 NA
"KIRC Genes and covars train25" 0.809820825553216 0.0201339941875031
"KIRC Genes and covars test25" 0.767929846539305 NA
"KIRC Genes train25" 0.739819633705455 0.0243966725135173
"KIRC Genes test25" 0.660194174757282 NA
"KIRC Covars train25" 0.739183981566088 0.0244370102482806
"KIRC Covars test25" 0.819723618090452 NA
"KIRC Genes and covars train26" 0.822040917750352 0.0197588354457294
"KIRC Genes and covars test26" 0.702023121387283 NA
"KIRC Genes train26" 0.741489273585687 0.0284213790064876
"KIRC Genes test26" 0.620231213872832 NA
"KIRC Covars train26" 0.76316988321047 0.0222980155958316
"KIRC Covars test26" 0.744125326370757 NA
"KIRC Genes and covars train27" 0.818181818181818 0.0188677484250165
"KIRC Genes and covars test27" 0.737566947207345 NA
"KIRC Genes train27" 0.736006838623355 0.02594701158575
"KIRC Genes test27" 0.675210405508799 NA
"KIRC Covars train27" 0.772801605589831 0.0208528986118902
"KIRC Covars test27" 0.72839031886285 NA
"KIRC Genes and covars train28" 0.821824091922743 0.0188422044567933
"KIRC Genes and covars test28" 0.73804347826087 NA
"KIRC Genes train28" 0.740749140114147 0.0251377035812498
"KIRC Genes test28" 0.636594202898551 NA
"KIRC Covars train28" 0.770533318214461 0.02187723800766
"KIRC Covars test28" 0.716363636363636 NA
"KIRC Genes and covars train29" 0.815214067278287 0.0199696646531085
"KIRC Genes and covars test29" 0.724478982691628 NA
"KIRC Genes train29" 0.746674311926605 0.0249175276506399
"KIRC Genes test29" 0.639350052984811 NA
"KIRC Covars train29" 0.758811162079511 0.0219089542306879
"KIRC Covars test29" 0.734042553191489 NA
"KIRP Genes and covars train" 0.860862489829129 0.0390571844591177
"KIRP Genes and covars test" 0.802955665024631 NA
"KIRP Genes train" 0.718470301057771 0.0826350206449273
"KIRP Genes test" 0.719211822660099 NA
"KIRP Covars train" 0.828315703824247 0.048783605796051
"KIRP Covars test" 0.841584158415842 NA
"KIRP Genes and covars train1" 0.845973416731822 0.0539730670427117
"KIRP Genes and covars test1" 0.867403314917127 NA
"KIRP Genes train1" 0.706802189210321 0.0669898323297651
"KIRP Genes test1" 0.718232044198895 NA
"KIRP Covars train1" 0.790070367474589 0.065506829567533
"KIRP Covars test1" 0.867403314917127 NA
"KIRP Genes and covars train2" 0.806114839671887 0.0571222450434527
"KIRP Genes and covars test2" 0.834394904458599 NA
"KIRP Genes train2" 0.765846383296048 0.063996245879215
"KIRP Genes test2" 0.75796178343949 NA
"KIRP Covars train2" 0.8165548098434 0.0515681265438656
"KIRP Covars test2" 0.91025641025641 NA
"KIRP Genes and covars train3" 0.863699582753825 0.0439104917993781
"KIRP Genes and covars test3" 0.664179104477612 NA
"KIRP Genes train3" 0.798331015299026 0.0657012743638169
"KIRP Genes test3" 0.5 NA
"KIRP Covars train3" 0.852920723226704 0.044329981791149
"KIRP Covars test3" 0.753731343283582 NA
"KIRP Genes and covars train4" 0.876014760147601 0.0387984682497616
"KIRP Genes and covars test4" 0.75625 NA
"KIRP Genes train4" 0.762361623616236 0.0749224289318516
"KIRP Genes test4" 0.55625 NA
"KIRP Covars train4" 0.780073800738007 0.0651013540165341
"KIRP Covars test4" 0.85 NA
"KIRP Genes and covars train5" 0.871977240398293 0.0401951498893412
"KIRP Genes and covars test5" 0.751633986928105 NA
"KIRP Genes train5" 0.814366998577525 0.0544505832117632
"KIRP Genes test5" 0.568627450980392 NA
"KIRP Covars train5" 0.823968705547653 0.048059561628371
"KIRP Covars test5" 0.894039735099338 NA
"KIRP Genes and covars train6" 0.823494335122242 0.0485708457459755
"KIRP Genes and covars test6" 0.848101265822785 NA
"KIRP Genes train6" 0.782349433512224 0.0477749858477239
"KIRP Genes test6" 0.860759493670886 NA
"KIRP Covars train6" 0.814251639833035 0.0476592487603924
"KIRP Covars test6" 0.936708860759494 NA
"KIRP Genes and covars train7" 0.865464632454924 0.0452350637850331
"KIRP Genes and covars test7" 0.756944444444444 NA
"KIRP Genes train7" 0.782246879334258 0.0480570655522517
"KIRP Genes test7" 0.680555555555556 NA
"KIRP Covars train7" 0.796463245492372 0.0572128789050243
"KIRP Covars test7" 0.713286713286713 NA
"KIRP Genes and covars train8" 0.84726443768997 0.0432665652970593
"KIRP Genes and covars test8" 0.620689655172414 NA
"KIRP Genes train8" 0.67629179331307 0.0753460394668741
"KIRP Genes test8" 0.362068965517241 NA
"KIRP Covars train8" 0.826747720364742 0.0480724205869229
"KIRP Covars test8" 0.716763005780347 NA
"KIRP Genes and covars train9" 0.908007941760424 0.0320426880872415
"KIRP Genes and covars test9" 0.474576271186441 NA
"KIRP Genes train9" 0.885506287227002 0.0278567898233268
"KIRP Genes test9" 0.432203389830508 NA
"KIRP Covars train9" 0.86101919258769 0.0384552058275838
"KIRP Covars test9" 0.601694915254237 NA
"KIRP Genes and covars train10" 0.840776699029126 0.0455844462862625
"KIRP Genes and covars test10" 0.901960784313725 NA
"KIRP Genes train10" 0.78252427184466 0.0483597951989553
"KIRP Genes test10" 0.745098039215686 NA
"KIRP Covars train10" 0.829126213592233 0.0472352300071164
"KIRP Covars test10" 0.852941176470588 NA
"KIRP Genes and covars train11" 0.821972203838518 0.0626810648705877
"KIRP Genes and covars test11" 0.654867256637168 NA
"KIRP Genes train11" 0.745863666446062 0.0585018848063447
"KIRP Genes test11" 0.557522123893805 NA
"KIRP Covars train11" 0.793845135671741 0.0762759426745508
"KIRP Covars test11" 0.699115044247788 NA
"KIRP Genes and covars train12" 0.804109589041096 0.0558114761930983
"KIRP Genes and covars test12" 0.735714285714286 NA
"KIRP Genes train12" 0.671917808219178 0.0714439693993751
"KIRP Genes test12" 0.471428571428571 NA
"KIRP Covars train12" 0.845205479452055 0.0433654904399531
"KIRP Covars test12" 0.807142857142857 NA
"KIRP Genes and covars train13" 0.853284671532847 0.0456884332257875
"KIRP Genes and covars test13" 0.789808917197452 NA
"KIRP Genes train13" 0.74014598540146 0.0478738395919248
"KIRP Genes test13" 0.694267515923567 NA
"KIRP Covars train13" 0.762043795620438 0.0651142052252987
"KIRP Covars test13" 0.796178343949045 NA
"KIRP Genes and covars train14" 0.906727828746177 0.0393074195146409
"KIRP Genes and covars test14" 0.597826086956522 NA
"KIRP Genes train14" 0.895259938837921 0.0430416976659741
"KIRP Genes test14" 0.565217391304348 NA
"KIRP Covars train14" 0.839449541284404 0.0451815311794435
"KIRP Covars test14" 0.80327868852459 NA
"KIRP Genes and covars train15" 0.834728033472803 0.0567797751053307
"KIRP Genes and covars test15" 0.811501597444089 NA
"KIRP Genes train15" 0.790794979079498 0.0576950225862443
"KIRP Genes test15" 0.686900958466454 NA
"KIRP Covars train15" 0.808054393305439 0.0636602569848348
"KIRP Covars test15" 0.817307692307692 NA
"KIRP Genes and covars train16" 0.850192061459667 0.046036974246492
"KIRP Genes and covars test16" 0.87962962962963 NA
"KIRP Genes train16" 0.816261203585147 0.048182609198911
"KIRP Genes test16" 0.638888888888889 NA
"KIRP Covars train16" 0.810499359795134 0.0472702773155531
"KIRP Covars test16" 0.878504672897196 NA
"KIRP Genes and covars train17" 0.900279589934762 0.0392237252360046
"KIRP Genes and covars test17" 0.594594594594595 NA
"KIRP Genes train17" 0.859273066169618 0.0600521909762173
"KIRP Genes test17" 0.552123552123552 NA
"KIRP Covars train17" 0.824324324324324 0.055433092129082
"KIRP Covars test17" 0.834645669291339 NA
"KIRP Genes and covars train18" 0.881969587255612 0.0391427865348564
"KIRP Genes and covars test18" 0.650306748466258 NA
"KIRP Genes train18" 0.79869659666908 0.0554329124458588
"KIRP Genes test18" 0.595092024539877 NA
"KIRP Covars train18" 0.86314265025344 0.043960609909492
"KIRP Covars test18" 0.711656441717791 NA
"KIRP Genes and covars train19" 0.847133757961783 0.0454650784119128
"KIRP Genes and covars test19" 0.782383419689119 NA
"KIRP Genes train19" 0.821656050955414 0.0417622075044721
"KIRP Genes test19" 0.575129533678757 NA
"KIRP Covars train19" 0.775875796178344 0.0577247971682039
"KIRP Covars test19" 0.770833333333333 NA
"KIRP Genes and covars train20" 0.818439716312057 0.0677791254124941
"KIRP Genes and covars test20" 0.633802816901408 NA
"KIRP Genes train20" 0.797872340425532 0.0567198814789851
"KIRP Genes test20" 0.563380281690141 NA
"KIRP Covars train20" 0.765602836879433 0.0723042161295328
"KIRP Covars test20" 0.574468085106383 NA
"KIRP Genes and covars train21" 0.850557620817844 0.0533807942068735
"KIRP Genes and covars test21" 0.609756097560976 NA
"KIRP Genes train21" 0.731598513011152 0.0640573241837723
"KIRP Genes test21" 0.652439024390244 NA
"KIRP Covars train21" 0.844609665427509 0.048264830604166
"KIRP Covars test21" 0.536585365853659 NA
"KIRP Genes and covars train22" 0.866296980899569 0.0379343303455937
"KIRP Genes and covars test22" 0.706666666666667 NA
"KIRP Genes train22" 0.723967960566852 0.0532854308367583
"KIRP Genes test22" 0.626666666666667 NA
"KIRP Covars train22" 0.8271719038817 0.046220025940849
"KIRP Covars test22" 0.826666666666667 NA
"KIRP Genes and covars train23" 0.890021849963583 0.0352308870943881
"KIRP Genes and covars test23" 0.610062893081761 NA
"KIRP Genes train23" 0.840495265841224 0.0445874678910286
"KIRP Genes test23" 0.471698113207547 NA
"KIRP Covars train23" 0.843044428259286 0.0433381541949358
"KIRP Covars test23" 0.759493670886076 NA
"KIRP Genes and covars train24" 0.900063251106894 0.0278449295236187
"KIRP Genes and covars test24" 0.450549450549451 NA
"KIRP Genes train24" 0.842504743833017 0.0311644985349065
"KIRP Genes test24" 0.516483516483517 NA
"KIRP Covars train24" 0.849146110056926 0.0466425982833952
"KIRP Covars test24" 0.32967032967033 NA
"KIRP Genes and covars train25" 0.882625482625483 0.0368168694928403
"KIRP Genes and covars test25" 0.752747252747253 NA
"KIRP Genes train25" 0.797683397683398 0.0445007949780315
"KIRP Genes test25" 0.631868131868132 NA
"KIRP Covars train25" 0.844015444015444 0.0420971074190194
"KIRP Covars test25" 0.769230769230769 NA
"KIRP Genes and covars train26" 0.858635097493036 0.0443689834161058
"KIRP Genes and covars test26" 0.827067669172932 NA
"KIRP Genes train26" 0.735376044568245 0.0632789579747861
"KIRP Genes test26" 0.669172932330827 NA
"KIRP Covars train26" 0.784122562674095 0.0640210149198521
"KIRP Covars test26" 0.787878787878788 NA
"KIRP Genes and covars train27" 0.886315789473684 0.0334062427561623
"KIRP Genes and covars test27" 0.648648648648649 NA
"KIRP Genes train27" 0.824561403508772 0.0419230260586286
"KIRP Genes test27" 0.472972972972973 NA
"KIRP Covars train27" 0.801754385964912 0.0617158294223146
"KIRP Covars test27" 0.836734693877551 NA
"KIRP Genes and covars train28" 0.820702402957486 0.0459257248809205
"KIRP Genes and covars test28" 0.963855421686747 NA
"KIRP Genes train28" 0.789279112754159 0.0471732119846027
"KIRP Genes test28" 0.674698795180723 NA
"KIRP Covars train28" 0.780653111521873 0.0530851362847808
"KIRP Covars test28" NA NA
"KIRP Genes and covars train29" 0.780945757997218 0.0679953187714249
"KIRP Genes and covars test29" 0.842105263157895 NA
"KIRP Genes train29" 0.632127955493741 0.0821787354177855
"KIRP Genes test29" 0.496240601503759 NA
"KIRP Covars train29" 0.758344923504868 0.0682129041127313
"KIRP Covars test29" 0.848484848484848 NA
"LIHC Genes and covars train" 0.862442825681857 0.0222135349683925
"LIHC Genes and covars test" 0.448205128205128 NA
"LIHC Genes train" 0.862781636456039 0.022163115448256
"LIHC Genes test" 0.449230769230769 NA
"LIHC Covars train" 0.576401829578181 0.0430394571787061
"LIHC Covars test" 0.617919670442842 NA
"LIHC Genes and covars train1" 0.773261065943993 0.0335120721374728
"LIHC Genes and covars test1" 0.623595505617977 NA
"LIHC Genes train1" 0.762872628726287 0.0340539789607784
"LIHC Genes test1" 0.64185393258427 NA
"LIHC Covars train1" 0.58130081300813 0.0401718865473736
"LIHC Covars test1" 0.63135593220339 NA
"LIHC Genes and covars train2" 0.796758650897941 0.0318327301257907
"LIHC Genes and covars test2" 0.588328075709779 NA
"LIHC Genes train2" 0.788728281500949 0.0336835737569454
"LIHC Genes test2" 0.55205047318612 NA
"LIHC Covars train2" 0.567382099576581 0.0396157326299176
"LIHC Covars test2" 0.671974522292994 NA
"LIHC Genes and covars train3" 0.754669433738512 0.0353006812661541
"LIHC Genes and covars test3" 0.662773722627737 NA
"LIHC Genes train3" 0.742365846427513 0.0367669786889236
"LIHC Genes test3" 0.696350364963504 NA
"LIHC Covars train3" 0.61102875778239 0.0394377929147499
"LIHC Covars test3" 0.536656891495601 NA
"LIHC Genes and covars train4" 0.780518049049325 0.0290094567495552
"LIHC Genes and covars test4" 0.614457831325301 NA
"LIHC Genes train4" 0.776384678974924 0.0288587934927332
"LIHC Genes test4" 0.642570281124498 NA
"LIHC Covars train4" 0.588591898594654 0.037018048169027
"LIHC Covars test4" 0.531440162271805 NA
"LIHC Genes and covars train5" 0.790317834020012 0.0296265396797477
"LIHC Genes and covars test5" 0.548780487804878 NA
"LIHC Genes train5" 0.778840494408476 0.0284882415104259
"LIHC Genes test5" 0.55030487804878 NA
"LIHC Covars train5" 0.586742201294879 0.0400707095583823
"LIHC Covars test5" 0.657935285053929 NA
"LIHC Genes and covars train6" 0.779685080020651 0.0281860229449114
"LIHC Genes and covars test6" 0.6675 NA
"LIHC Genes train6" 0.768585441404233 0.0297646397108923
"LIHC Genes test6" 0.6325 NA
"LIHC Covars train6" 0.584086215797625 0.0383362330566681
"LIHC Covars test6" 0.576441102756892 NA
"LIHC Genes and covars train7" 0.757407961688117 0.0369474903624934
"LIHC Genes and covars test7" 0.541193181818182 NA
"LIHC Genes train7" 0.754564501646214 0.0392574419849398
"LIHC Genes test7" 0.529829545454545 NA
"LIHC Covars train7" 0.590541753965878 0.0408217720842038
"LIHC Covars test7" 0.625178826895565 NA
"LIHC Genes and covars train8" 0.77651738361815 0.0310656740421839
"LIHC Genes and covars test8" 0.586826347305389 NA
"LIHC Genes train8" 0.765615792575133 0.0319491294610496
"LIHC Genes test8" 0.586826347305389 NA
"LIHC Covars train8" 0.612109605185622 0.0402279986931442
"LIHC Covars test8" 0.568627450980392 NA
"LIHC Genes and covars train9" 0.792414882919121 0.0279212742731222
"LIHC Genes and covars test9" 0.527638190954774 NA
"LIHC Genes train9" 0.771728199971269 0.0308727881586469
"LIHC Genes test9" 0.551088777219431 NA
"LIHC Covars train9" 0.645740554518029 0.0368505578112419
"LIHC Covars test9" 0.460101867572156 NA
"LIHC Genes and covars train10" 0.798440979955457 0.0291428245836847
"LIHC Genes and covars test10" 0.480072463768116 NA
"LIHC Genes train10" 0.7896714922049 0.0284631620084239
"LIHC Genes test10" 0.490942028985507 NA
"LIHC Covars train10" 0.601336302895323 0.0395402953815148
"LIHC Covars test10" 0.558181818181818 NA
"LIHC Genes and covars train11" 0.795222405271829 0.0324375979878912
"LIHC Genes and covars test11" 0.577510917030568 NA
"LIHC Genes train11" 0.777429983525535 0.0372566197849362
"LIHC Genes test11" 0.558951965065502 NA
"LIHC Covars train11" 0.61326194398682 0.0396881761320197
"LIHC Covars test11" 0.525909592061742 NA
"LIHC Genes and covars train12" 0.782648541316634 0.029714290795816
"LIHC Genes and covars test12" 0.570666666666667 NA
"LIHC Genes train12" 0.781884832747823 0.0285242968955442
"LIHC Genes test12" 0.545333333333333 NA
"LIHC Covars train12" 0.596532763097602 0.0394533238888278
"LIHC Covars test12" 0.589261744966443 NA
"LIHC Genes and covars train13" 0.776532929598789 0.0313857524154755
"LIHC Genes and covars test13" 0.630642954856361 NA
"LIHC Genes train13" 0.779258137774413 0.0312948433180338
"LIHC Genes test13" 0.633378932968536 NA
"LIHC Covars train13" 0.579258137774413 0.0407301903052933
"LIHC Covars test13" 0.649243466299863 NA
"LIHC Genes and covars train14" 0.755245760275941 0.0317569342619839
"LIHC Genes and covars test14" 0.538071065989848 NA
"LIHC Genes train14" 0.748203506754815 0.0334687975738205
"LIHC Genes test14" 0.499153976311337 NA
"LIHC Covars train14" 0.603981029031331 0.0385569508507721
"LIHC Covars test14" 0.555178268251273 NA
"LIHC Genes and covars train15" 0.743851749220644 0.0394681130340864
"LIHC Genes and covars test15" 0.648275862068965 NA
"LIHC Genes train15" 0.73744371319709 0.0404625211801721
"LIHC Genes test15" 0.63743842364532 NA
"LIHC Covars train15" 0.577675788015241 0.0420049420094138
"LIHC Covars test15" 0.582755203171457 NA
"LIHC Genes and covars train16" 0.764347102855559 0.0337566003626875
"LIHC Genes and covars test16" 0.547272727272727 NA
"LIHC Genes train16" 0.741752148599945 0.0379333374270653
"LIHC Genes test16" 0.581818181818182 NA
"LIHC Covars train16" 0.643332409204325 0.0382936181483133
"LIHC Covars test16" 0.421532846715328 NA
"LIHC Genes and covars train17" 0.765922619047619 0.0362571399118168
"LIHC Genes and covars test17" 0.554755043227666 NA
"LIHC Genes train17" 0.762946428571429 0.037261995641336
"LIHC Genes test17" 0.553314121037464 NA
"LIHC Covars train17" 0.583705357142857 0.0399304858852904
"LIHC Covars test17" 0.636758321273517 NA
"LIHC Genes and covars train18" 0.823435919664788 0.0282091224660821
"LIHC Genes and covars test18" 0.475667189952904 NA
"LIHC Genes train18" 0.819101285941338 0.0291000561359884
"LIHC Genes test18" 0.456828885400314 NA
"LIHC Covars train18" 0.614145354717526 0.0390939124309413
"LIHC Covars test18" 0.57345971563981 NA
"LIHC Genes and covars train19" 0.734963189331852 0.0370287818552761
"LIHC Genes and covars test19" 0.628205128205128 NA
"LIHC Genes train19" 0.725100708431727 0.0401949948949877
"LIHC Genes test19" 0.615384615384615 NA
"LIHC Covars train19" 0.615224336713432 0.0379421035103446
"LIHC Covars test19" 0.490808823529412 NA
"LIHC Genes and covars train20" 0.805563646956015 0.0231758978816692
"LIHC Genes and covars test20" 0.584758942457232 NA
"LIHC Genes train20" 0.789251383629479 0.025520923955604
"LIHC Genes test20" 0.618973561430793 NA
"LIHC Covars train20" 0.599402854646082 0.0381392488703569
"LIHC Covars test20" 0.564263322884012 NA
"LIHC Genes and covars train21" 0.775578664877558 0.0339473087323205
"LIHC Genes and covars test21" 0.683262711864407 NA
"LIHC Genes train21" 0.772056356927206 0.0340124220050446
"LIHC Genes test21" 0.694915254237288 NA
"LIHC Covars train21" 0.606172425360617 0.0424865147045241
"LIHC Covars test21" 0.590233545647558 NA
"LIHC Genes and covars train22" 0.817378252168112 0.0313968148475092
"LIHC Genes and covars test22" 0.512273212379936 NA
"LIHC Genes train22" 0.805870580386925 0.0316827606341659
"LIHC Genes test22" 0.510138740661686 NA
"LIHC Covars train22" 0.654936624416278 0.03802210846511
"LIHC Covars test22" 0.452688172043011 NA
"LIHC Genes and covars train23" 0.788147456836211 0.0364286093633522
"LIHC Genes and covars test23" 0.60625 NA
"LIHC Genes train23" 0.784725462746928 0.0375930833505078
"LIHC Genes test23" 0.60375 NA
"LIHC Covars train23" 0.584849898895629 0.0413912141903806
"LIHC Covars test23" 0.660377358490566 NA
"LIHC Genes and covars train24" 0.792380952380952 0.0340607088402817
"LIHC Genes and covars test24" 0.6415770609319 NA
"LIHC Genes train24" 0.785396825396825 0.0357870022533772
"LIHC Genes test24" 0.647550776583035 NA
"LIHC Covars train24" 0.603492063492064 0.0401654343899048
"LIHC Covars test24" 0.588235294117647 NA
"LIHC Genes and covars train25" 0.782336578581363 0.0280598236542984
"LIHC Genes and covars test25" 0.625725338491296 NA
"LIHC Genes train25" 0.782858136300417 0.0285290593220489
"LIHC Genes test25" 0.626692456479691 NA
"LIHC Covars train25" 0.616307371349096 0.0416483073629897
"LIHC Covars test25" 0.548732943469786 NA
"LIHC Genes and covars train26" 0.749481410563268 0.035957539247428
"LIHC Genes and covars test26" 0.655581947743468 NA
"LIHC Genes train26" 0.742141375458752 0.0380130150443046
"LIHC Genes test26" 0.648456057007126 NA
"LIHC Covars train26" 0.585447582575395 0.0432420209462994
"LIHC Covars test26" 0.641056422569028 NA
"LIHC Genes and covars train27" 0.764628629797169 0.0317316626235259
"LIHC Genes and covars test27" 0.532233883058471 NA
"LIHC Genes train27" 0.758499927039253 0.0328244744265058
"LIHC Genes test27" 0.518740629685157 NA
"LIHC Covars train27" 0.598497008609368 0.0369497346187067
"LIHC Covars test27" 0.583458646616541 NA
"LIHC Genes and covars train28" 0.840520502345287 0.0248982314100581
"LIHC Genes and covars test28" 0.536986301369863 NA
"LIHC Genes train28" 0.820093811469209 0.0237042410566127
"LIHC Genes test28" 0.531506849315069 NA
"LIHC Covars train28" 0.623165380541686 0.0364170424531098
"LIHC Covars test28" 0.493112947658402 NA
"LIHC Genes and covars train29" 0.742578579743888 0.0375021949317147
"LIHC Genes and covars test29" 0.602503912363067 NA
"LIHC Genes train29" 0.733701979045402 0.0398147342114388
"LIHC Genes test29" 0.597809076682316 NA
"LIHC Covars train29" 0.633512805587893 0.0381464877370581
"LIHC Covars test29" 0.481889763779528 NA
"LUAD Genes and covars train" 0.745657568238213 0.0344527629697805
"LUAD Genes and covars test" 0.569392348087022 NA
"LUAD Genes train" 0.714019851116625 0.0381094013217281
"LUAD Genes test" 0.526631657914479 NA
"LUAD Covars train" 0.684198865650478 0.0349913961559753
"LUAD Covars test" 0.592927012791573 NA
"LUAD Genes and covars train1" 0.756986324641128 0.0295517744342036
"LUAD Genes and covars test1" 0.586089906700594 NA
"LUAD Genes train1" 0.686655907585152 0.0372243058800885
"LUAD Genes test1" 0.570822731128075 NA
"LUAD Covars train1" 0.679605877856111 0.0358738736754646
"LUAD Covars test1" 0.632965165675446 NA
"LUAD Genes and covars train2" 0.714361513972409 0.0375013858498472
"LUAD Genes and covars test2" 0.637593984962406 NA
"LUAD Genes train2" 0.68579766536965 0.0377283093483508
"LUAD Genes test2" 0.543609022556391 NA
"LUAD Covars train2" 0.642819243013796 0.0391411287327745
"LUAD Covars test2" 0.727341389728097 NA
"LUAD Genes and covars train3" 0.750747852938338 0.0353014952872661
"LUAD Genes and covars test3" 0.496086694762191 NA
"LUAD Genes train3" 0.685226285824568 0.0393336555993682
"LUAD Genes test3" 0.412402167369055 NA
"LUAD Covars train3" 0.699604361671331 0.0363935974851649
"LUAD Covars test3" 0.599636583888552 NA
"LUAD Genes and covars train4" 0.742619542619543 0.0415202907793191
"LUAD Genes and covars test4" 0.558189655172414 NA
"LUAD Genes train4" 0.67962577962578 0.0395327835346845
"LUAD Genes test4" 0.491379310344828 NA
"LUAD Covars train4" 0.681964656964657 0.0434805015371172
"LUAD Covars test4" 0.620335316387236 NA
"LUAD Genes and covars train5" 0.73230384718379 0.0358444990470335
"LUAD Genes and covars test5" 0.558545454545455 NA
"LUAD Genes train5" 0.676604480942605 0.0386818116912918
"LUAD Genes test5" 0.489454545454545 NA
"LUAD Covars train5" 0.694635365527091 0.0357277924353033
"LUAD Covars test5" 0.564102564102564 NA
"LUAD Genes and covars train6" 0.69426523297491 0.0384704228684855
"LUAD Genes and covars test6" 0.646727656579873 NA
"LUAD Genes train6" 0.643279569892473 0.0388910493347929
"LUAD Genes test6" 0.424349049964814 NA
"LUAD Covars train6" 0.625089605734767 0.0382818430338463
"LUAD Covars test6" 0.809322033898305 NA
"LUAD Genes and covars train7" 0.702660406885759 0.0391579111978401
"LUAD Genes and covars test7" 0.660859465737515 NA
"LUAD Genes train7" 0.661384976525822 0.040631477894308
"LUAD Genes test7" 0.532520325203252 NA
"LUAD Covars train7" 0.656739045383412 0.0390101798666007
"LUAD Covars test7" 0.70233918128655 NA
"LUAD Genes and covars train8" 0.719924503528639 0.0386579053950809
"LUAD Genes and covars test8" 0.66403162055336 NA
"LUAD Genes train8" 0.666830789430494 0.0389304304070671
"LUAD Genes test8" 0.571146245059288 NA
"LUAD Covars train8" 0.658870835384868 0.0355779185530959
"LUAD Covars test8" 0.701684836471754 NA
"LUAD Genes and covars train9" 0.742198435570193 0.0352232828812476
"LUAD Genes and covars test9" 0.520114942528736 NA
"LUAD Genes train9" 0.719226018937835 0.0338620629617868
"LUAD Genes test9" 0.420498084291188 NA
"LUAD Covars train9" 0.664059283655825 0.031485340632304
"LUAD Covars test9" 0.632947976878613 NA
"LUAD Genes and covars train10" 0.768087741022466 0.0282151564807833
"LUAD Genes and covars test10" 0.534416086620263 NA
"LUAD Genes train10" 0.72067928533522 0.030944684132677
"LUAD Genes test10" 0.465583913379737 NA
"LUAD Covars train10" 0.67229789492305 0.0388903493472371
"LUAD Covars test10" 0.594867807153966 NA
"LUAD Genes and covars train11" 0.686097063259693 0.0386866633495073
"LUAD Genes and covars test11" 0.68740157480315 NA
"LUAD Genes train11" 0.638363942862213 0.04174450323491
"LUAD Genes test11" 0.61496062992126 NA
"LUAD Covars train11" 0.635125543430042 0.0399322440312753
"LUAD Covars test11" 0.742448330683625 NA
"LUAD Genes and covars train12" 0.733656413806745 0.0401163544093769
"LUAD Genes and covars test12" 0.573192239858907 NA
"LUAD Genes train12" 0.670062308377015 0.0414131157827787
"LUAD Genes test12" 0.491475602586714 NA
"LUAD Covars train12" 0.68084264662249 0.0403630016183239
"LUAD Covars test12" 0.624557260920897 NA
"LUAD Genes and covars train13" 0.746890756302521 0.0369124374002907
"LUAD Genes and covars test13" 0.558614564831261 NA
"LUAD Genes train13" 0.680924369747899 0.0376182195166197
"LUAD Genes test13" 0.506216696269982 NA
"LUAD Covars train13" 0.691386554621849 0.035958066178774
"LUAD Covars test13" 0.588235294117647 NA
"LUAD Genes and covars train14" 0.726270373921381 0.0363279356469016
"LUAD Genes and covars test14" 0.58599124452783 NA
"LUAD Genes train14" 0.709012464046021 0.0327037691987481
"LUAD Genes test14" 0.489055659787367 NA
"LUAD Covars train14" 0.642233940556088 0.0372677409032044
"LUAD Covars test14" 0.693081761006289 NA
"LUAD Genes and covars train15" 0.750661025912216 0.0322895610793604
"LUAD Genes and covars test15" 0.608695652173913 NA
"LUAD Genes train15" 0.709324872201657 0.0336864387996971
"LUAD Genes test15" 0.546583850931677 NA
"LUAD Covars train15" 0.66834126564428 0.0352395215115569
"LUAD Covars test15" 0.666927286942924 NA
"LUAD Genes and covars train16" 0.67497675990873 0.0439939629792308
"LUAD Genes and covars test16" 0.690909090909091 NA
"LUAD Genes train16" 0.605594523789402 0.0428769235500587
"LUAD Genes test16" 0.576623376623377 NA
"LUAD Covars train16" 0.653131074114764 0.0413414547485275
"LUAD Covars test16" 0.681699913269731 NA
"LUAD Genes and covars train17" 0.730822631030892 0.0325017286675889
"LUAD Genes and covars test17" 0.662358642972536 NA
"LUAD Genes train17" 0.688736549809094 0.0333675241934293
"LUAD Genes test17" 0.605815831987076 NA
"LUAD Covars train17" 0.672422769871572 0.0361140300400299
"LUAD Covars test17" 0.676113360323887 NA
"LUAD Genes and covars train18" 0.710296837840218 0.0373827742565317
"LUAD Genes and covars test18" 0.669781931464175 NA
"LUAD Genes train18" 0.658063947855192 0.0431220684206623
"LUAD Genes test18" 0.622274143302181 NA
"LUAD Covars train18" 0.666167532810711 0.038507803342733
"LUAD Covars test18" 0.670846394984326 NA
"LUAD Genes and covars train19" 0.737278713760369 0.0370430940610955
"LUAD Genes and covars test19" 0.574957410562181 NA
"LUAD Genes train19" 0.655007269306423 0.0405554847617176
"LUAD Genes test19" 0.565587734241908 NA
"LUAD Covars train19" 0.693919438980587 0.0353189334198351
"LUAD Covars test19" 0.590753424657534 NA
"LUAD Genes and covars train20" 0.74406400550585 0.0353221687303444
"LUAD Genes and covars test20" 0.618539786710418 NA
"LUAD Genes train20" 0.67988644184446 0.0355838406141906
"LUAD Genes test20" 0.596390484003281 NA
"LUAD Covars train20" 0.686897797660014 0.0349733875309764
"LUAD Covars test20" 0.610197368421053 NA
"LUAD Genes and covars train21" 0.741061656329807 0.0379544494032914
"LUAD Genes and covars test21" 0.556657223796034 NA
